client,cmt,level,like,nn,prov,reply,score,time
4,出风很快，很暖活！物流超快！就是没搞清楚里面的两个螺丝是怎么用？怎么挂安装，能配一张图就好了,62,0,c***y,江西,0,5,2017-01-07 20:12:03
4,还可以，小浴室实用，大了升温慢。开了将近2小时，塑料味好重，不知用一段时间会不会好点。,61,0,j***v,,0,5,2016-12-30 00:39:34
4,很好用，给宝宝换尿不湿用,62,0,a***g,浙江,0,5,2016-12-07 20:28:58
4,货物看起来还可以，就是制热后有朔料味、太难闻o,61,0,a***6,,0,3,2017-01-06 08:16:12
4,还不错了,62,0,强***哥,吉林,0,5,2017-01-07 19:22:17
2,哈哈哈哈哈哈哈哈哈哈,105,0,b***1,江苏,0,5,2016-12-17 22:11:28
4,嗯，质量超级好，而且价格也不贵，适用于家庭面积稍小一点的，热的非常快，赞一个!,56,0,j***k,,0,5,2016-11-17 18:29:30
2,第二次购买了，爸妈都喜欢。热的很快,105,0,j***的,上海,0,5,2016-11-18 14:23:21
2,质量不错，但是风比较干，吹到的地方比较暖和，直吹不到的空间温度提升慢。,62,0,薇***白,四川,0,5,2016-12-15 09:35:41
0,静音，制暖很快！,105,0,c***e,北京,0,5,2017-01-08 16:45:42
2,还可以,105,0,何***0,广东,0,5,2016-12-18 17:58:24
4,热的很快，给孩子洗澡。。。。。。。。,105,0,画***蚁,北京,0,5,2016-12-28 21:32:25
4,很好，发货速度快！,62,0,杨***9,甘肃,0,5,2017-01-06 12:03:53
2,很好，风暖暖的,56,0,j***n,,0,5,2017-01-01 09:36:38
4,很温暖，一百多的机子虽做工不精细，但噪音较小，速热，还是不错的。,105,0,a***u,四川,0,5,2017-01-07 10:28:13
4,很暖和，大品牌，值得信赖,105,0,w***7,贵州,0,5,2017-01-01 12:24:44
4,很好，希望能耐用&hellip;&hellip;！,61,0,l***6,广东,0,5,2017-01-08 19:50:58
0,小巧玲珑，外观好看，使用也方便，值得购买,105,0,f***d,江苏,0,4,2017-01-03 20:56:42
4,东西不错，用了一段时间了，屋子里暖和多了。,62,0,j***6,辽宁,0,5,2016-12-16 18:33:31
2,非常好的产品，信赖京东,62,0,可***云,,0,5,2017-01-06 11:34:00
3,冬天洗澡非常舒服，没法装浴霸的可以考虑这台，但睡觉开就嫌声音太大了，不建议睡觉时用,62,0,jd_150210ern,江苏,0,5,2016-11-13 19:47:29
4,还好吧！,56,0,海***洪,,0,5,2017-01-07 12:53:50
2,公司购买礼品，礼盒很好看，不错,105,0,a***e,吉林,0,5,2017-01-03 11:38:23
4,买给租客的，具体怎么样我也不清楚了,61,0,1***8,,0,5,2016-10-31 19:35:07
4,这两天买的东西都好满意，赞赞赞,61,0,j***k,,0,5,2017-01-08 15:43:27
4,宝贝收到了，和卖家描述的一样，试用了一下，还行，不知道以后用了还咋样，不过还是好评了,56,0,j***k,,0,5,2017-01-08 17:26:36
4,东西小巧玲珑，热得快，习惯好评,61,0,j***n,广东,0,5,2016-12-31 23:48:19
2,这个虽然小，但是风率很好很强,61,0,盈***丶,,0,5,2016-10-31 20:47:56
4,棒棒哒，,61,0,猎人突击队,,0,5,2016-12-25 19:21:47
2,先试了试，挺好的~回头找师傅打两个眼挂起来~洗澡不怕冷了~声音也小~,62,0,M***6,吉林,0,5,2017-01-08 10:24:22
2,宝贝用着确实效果不错，洗澡一点也不冷了！,56,0,秋***W,,0,5,2017-01-04 18:15:51
2,好评,105,0,铁***哥,,0,5,2016-12-20 13:47:21
4,东西还可以，就是容易自停自息，温度很难调整合适，声音也比较大。,61,0,墨***坤,甘肃,0,4,2017-01-06 15:52:35
2,宝贝很好,61,0,j***z,,0,5,2016-12-29 21:58:47
4,暖和，无味,105,0,c***d,辽宁,0,5,2016-12-29 22:52:46
0,感觉还不错吧。。。。。。。。。。,105,0,K***7,,0,5,2016-12-28 10:58:57
4,货己收到很满意,56,0,j***q,,0,5,2017-01-08 09:37:33
4,挺好的，简单方便,61,0,j***f,,0,5,2017-01-08 10:59:07
4,帮同事买的，据说这是她买的第二台，应该是不错的吧,62,0,h***8,北京,0,5,2017-01-06 15:28:57
2,性价比还行,62,0,p***柱,四川,0,5,2016-11-11 21:41:38
4,父母说挺好的&hellip;&hellip;@&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;@：1555555,105,0,R***s,北京,0,5,2016-12-27 21:21:24
21,取暖器很好家里人都很喜欢谢谢京东,105,0,j***5,上海,0,5,2017-01-03 22:30:13
2,第三个了，没问题，全部都好,105,0,s***2,天津,0,5,2017-01-01 20:36:28
2,没有问题，全部都好，第二个,105,0,s***2,天津,0,5,2016-12-04 11:31:03
4,产品质量好，发货速度快，物流速度快，配送员耐心周到，京东值得信赖，好评！,105,0,j***b,,0,5,2016-12-31 15:04:23
2,体积有点小，不是特别暖,56,0,j***6,,0,4,2017-01-02 11:10:06
2,还没用，看着不错,62,0,x***8,北京,0,5,2016-11-13 00:37:34
2,很好。可以调节温度,62,0,4***1,四川,0,5,2016-12-10 22:11:19
0,东西很不错哦,56,0,N***2,,0,5,2016-12-30 14:24:40
4,东西不错，但是风不强,56,0,j***b,,0,4,2016-12-10 10:46:30
0,喜欢，还没有真正使用，只是试了一下,61,0,a***u,广东,0,5,2016-11-11 08:16:22
4,小巧美观，即开即热，价格合适推荐给大家。,61,0,宝***2,,1,5,2017-01-04 14:00:24
4,还行,62,0,j***0,河北,0,5,2016-11-11 14:13:24
4,不错，出风速度快，正品保证价格实惠,105,0,7***芳,,0,5,2016-11-24 12:58:27
2,不占地方。小巧。用了可以,62,0,j***0,,0,5,2016-12-31 23:48:35
2,风力不够大，走近了太烫走远了没感觉洗澡还是挺冷的，暧个手还是可以，开的最大当，这是暧手堡，习惯好评,56,0,j***y,,0,5,2016-11-25 12:22:17
4,好好好，非常好,105,0,无***睛,江苏,0,5,2016-12-17 13:35:05
0,很方便，颜色也还可以,62,0,q***k,,0,5,2016-12-26 16:24:23
4,可以,105,0,需***肥,上海,0,5,2016-10-29 09:11:26
4,这个开最大瓦数比我两个小太阳开最大还大，耗电能手,62,0,方***8,四川,0,5,2016-12-20 14:17:56
4,物流一级棒，打开包装并试用了一会感觉非常好。,62,0,凡***0,,0,5,2017-01-08 22:13:24
2,好,56,0,j***d,,0,5,2016-11-28 21:55:22
4,很好，产热的确很快，就是没有风向没有一个调节按钮,62,0,j***0,北京,0,5,2016-12-31 18:10:26
4,很好用，反应很快啊，嗯，非常不错，很小很轻便,62,0,j***1,湖北,0,5,2016-12-28 10:57:37
4,自己用着很好，给妈妈又买了一台，京东哦很给力！,61,0,j***人,北京,0,5,2016-11-01 10:21:48
4,东西很好，小巧，升温快，给力！！,61,0,j***人,北京,0,5,2016-12-26 11:26:49
4,红红火火恍恍惚惚,62,0,j***x,上海,0,5,2016-11-23 19:52:35
4,用了两次才来评价的，挺好的，不占地出风也挺大,105,0,j***8,河北,0,5,2016-12-26 12:38:25
2,这个用了一段时间了，很棒！暖风机很方便，一开启就是热风,61,0,j***3,,0,5,2016-11-11 09:33:46
4,还没正式开始用，给个好评，稍后再追评,56,0,沙***9,,0,5,2017-01-05 12:39:48
2,恍恍惚惚恍恍惚惚,105,0,饭***州,北京,0,5,2017-01-07 22:02:47
0,好！,62,0,a***8,,0,4,2017-01-03 13:34:32
4,用的还可以 ，热的快，也够热。,62,0,j***4,北京,0,5,2016-10-30 00:54:59
0,好！,62,0,a***8,,0,5,2016-12-12 12:35:23
4,洗澡的时候用很方便，功率也不错,62,0,小***晓,,0,5,2016-12-28 09:00:12
2,别说了，垃圾玩意,62,0,怪***石,山东,0,1,2016-12-28 10:52:27
21,放在浴室里很暖和,61,0,j***b,,0,5,2017-01-03 12:34:22
4,宝宝洗澡用的，大品牌,105,0,中***花,北京,0,5,2017-01-03 17:22:41
4,一般,105,0,龙***少,广东,0,5,2016-12-02 14:30:01
2,挺好用的，适合小面积浴室适用,105,0,G***g,北京,0,5,2016-10-19 12:46:42
4,什么破玩应，后悔的网购，差评，噪音啊受不了,61,0,w***l,,0,5,2016-10-31 07:14:31
4,很好！出风够快！,56,0,j***v,,0,5,2016-12-31 10:06:26
4,适合老人家用,62,0,榕***4,北京,0,5,2016-11-03 09:46:42
4,宝贝不错，很好用，小巧方便,56,0,筱***鱼,,0,5,2016-10-09 11:46:37
4,声音小，制热快，快递给力～,105,0,俊***翁,新疆,0,5,2016-12-24 12:47:25
4,740027740027740027,56,0,脚***4,,0,5,2017-01-01 21:28:52
4,快！服务好！图上的和现实的一个样！！赞赞赞赞赞赞赞,61,0,好***0,云南,0,5,2017-01-06 13:29:23
4,好好用，冷风舒服，暖风足。,105,0,鱼***面,陕西,0,5,2017-01-07 07:35:53
4,总之态度蛮好 速度很快！！！,62,0,y***e,福建,0,5,2017-01-08 10:31:16
4,声音小，温度还挺好的，推荐购买！宝宝洗澡再也不怕冷了,61,0,j***q,四川,0,5,2016-12-09 10:25:11
2,一般,61,0,A***1,,0,5,2016-11-27 12:17:33
21,东西很实用，物流给力,56,0,v***o,,0,5,2017-01-03 23:24:42
21,现在还行，就是不知道以后会不会容易坏,62,0,d***J,,0,5,2016-12-05 23:15:47
4,升温效果很好，噪音小，便于携带,61,0,j***m,,0,5,2016-11-21 17:41:02
4,简单好用，小面积浴室神器啊,62,0,e***r,上海,0,5,2017-01-03 18:10:54
4,不错好用，换尿布神奇,62,0,j***2,广东,0,5,2016-12-01 19:34:56
21,很满意的一次购物,61,0,t***b,,0,5,2016-11-17 10:49:44
2,发货非常快，东东也不错。,105,0,j***g,上海,0,5,2016-10-17 06:21:42
4,操作简便，热风快，外型简约大方，不错，使用中,62,0,爱***梅,,0,5,2017-01-06 08:30:43
2,特别好,61,0,w***旧,山东,0,5,2016-10-26 09:35:26
4,不错，刚用有味道,62,0,晓***虹,广东,0,5,2016-12-05 22:32:15
4,好东西，当天到货立刻就用上了，效果不错，对没有空调的南方很使用。京东购物就是方便。,62,0,j***s,贵州,0,5,2017-01-08 09:35:24
2,挺不错，档位可以调，很满意，也很暖呵,61,0,淡***y,河北,0,5,2017-01-04 11:48:36
2,很好，很可爱,62,0,j***g,广西,0,5,2016-11-29 20:31:29
4,很不错,62,0,d***丶,,0,5,2016-11-27 02:20:34
2,好用,61,0,a***w,,0,5,2016-10-29 20:07:05
2,制热很快，挺好用，美的，老牌子了！,61,0,j***q,,0,5,2017-01-06 08:20:14
4,刚收到，先好评,61,0,外***Q,福建,0,5,2017-01-07 07:36:28
4,东西很好，热风很大，感觉挺好的,56,0,黄***2,,0,5,2017-01-05 13:12:05
4,我都买了两个,61,0,张***0,,0,5,2016-12-18 09:47:42
4,还行吧，吹得到的地方暖和，,61,0,h***1,四川,0,5,2017-01-04 21:30:41
2,美的大品牌，值得信赖！,62,0,l***8,,0,5,2016-12-22 08:38:35
0,很不错，实用,61,0,l***c,,0,5,2016-10-23 17:00:07
2,好，很好，非常好！！！,62,0,j***e,,0,5,2017-01-06 22:14:20
4,东西不错，价格也实惠,105,0,5***7,,0,5,2016-12-29 07:18:07
4,京东自营一直值得信赖。。。。。。,62,0,_***帽,山东,0,5,2017-01-02 11:52:55
4,很不错呀 洗澡确实挺不错的,105,0,p***e,江苏,0,5,2017-01-04 22:57:48
2,很好！暖和！,105,0,j***8,四川,0,5,2017-01-08 09:29:04
4,还行，寝室用很好。。。,56,0,j***q,,0,5,2017-01-06 16:56:49
2,用了半个多月再来评价，放在房间里很暖和，也比较安全。噪音相对来说可以接受。性价比还不错。发货很快，快递员服务态度也好，信任京东。,61,0,j***子,,0,5,2016-12-06 22:16:13
2,非常暖和,105,0,宁***n,北京,0,5,2017-01-03 14:21:07
2,京东品质好速度快，家电都是在京东买，一直很好,61,0,s***8,,0,5,2017-01-08 09:57:01
4,宝贝很好只是有点小,61,0,抹***错,,0,5,2017-01-05 18:58:43
4,售后服务特别棒，非常及时，非常负责,62,0,q***g,北京,0,5,2017-01-07 10:21:21
2,年会奖品，看的不错，不知道用起来效果,105,0,彭***啸,,0,5,2017-01-03 14:07:28
4,洗澡用很给力，物流相当快，非常好，就是看中它体积小,62,0,l***一,上海,1,5,2017-01-03 17:07:40
3,外观漂亮，声音比想象的小，制热迅速，出风没有臭味。,105,0,说时迟那时快,江苏,0,5,2017-01-04 21:47:10
4,挺好用的，放在单位，睡觉时候用，温度太低就不行了,105,0,j***s,上海,0,5,2016-11-24 07:06:12
2,用了一段时间，挺好的，好评。,61,0,t***a,,0,5,2016-11-27 14:00:05
2,岛国的时候刚刚好，家里暖气不够热，比小太阳好用！,62,0,落***鸟,河北,0,5,2016-11-11 08:12:59
4,热得快，很好用呢,62,0,z***6,湖南,0,5,2016-11-26 17:04:29
0,东西不错，很好用房子热了机器不算热,105,0,j***5,内蒙古,0,5,2016-12-28 12:00:13
2,很好,62,0,易***3,,0,5,2016-11-22 21:11:41
0,比较好看，也比较方便，但是广州的天气真的太好了,61,0,m***u,,0,5,2016-11-26 09:11:58
2,使用方便，挂起来也很好看,61,0,j***5,山西,0,5,2016-12-28 10:34:08
2,小巧玲珑，不错！,105,0,三***驼,湖北,0,5,2017-01-05 15:45:18
2,挺好用的，洗澡用不冷,105,0,奥***器,,0,5,2017-01-04 20:12:23
4,还不错，就是风扇声音有点大,56,0,j***9,,0,5,2016-12-14 15:46:30
4,造型小巧，使用方便，制热效果也很好,105,0,j***f,上海,0,5,2016-12-27 16:00:57
4,发货快，就是不知道用一段时间怎么样，以为秒杀价，原来一直这个价,62,0,s***e,江苏,0,5,2017-01-06 23:02:52
2,给宝宝洗澡用挺暖和的，用起来不错，好评！,61,0,1***9,,0,5,2017-01-05 17:50:20
0,东西还是不错滴，达到了我的要求。,61,0,塞***银,内蒙古,0,5,2016-11-02 13:17:37
4,很好,61,0,J***q,,0,5,2016-12-05 20:54:50
2,用了几天了，出热很快，不错，放在浴室挺好的，给宝宝洗澡不怕冷了！,61,0,温***8,河南,0,5,2017-01-03 16:34:23
2,还没用，看中她有防水功能,61,0,j***p,,0,5,2016-12-12 17:54:37
2,出风口有点烫，其他的都还挺满意的,105,0,w***a,,0,5,2017-01-06 13:11:05
4,很好用，很快就整个房间暖起来了,61,0,4***4,,0,5,2017-01-07 19:34:04
2,挺好用的，买了两台,61,0,l***6,,0,5,2016-12-29 08:40:09
4,还可以吧,105,0,j***5,北京,0,5,2017-01-05 21:17:13
4,没有什么塑料味啊，我用着挺好。自己买自己用，别人的评价不一定适合自己,62,0,o***线,河南,0,5,2017-01-02 07:31:53
2,送货很及时 买之前还担心有塑料味道 到货后很满意 并没有想象中的臭味 不错,105,0,d***2,浙江,0,5,2017-01-03 11:50:40
2,年会奖品，小奖品兼具便捷和实用,105,0,y***7,,0,5,2016-12-28 08:48:50
2,很好,61,0,阿***塔,,0,5,2016-12-28 08:12:58
2,功率很大 第一次用因为还开着电暖器所以跳闸了\n热得快 没有塑料味 很好,56,0,j***a,,0,5,2016-11-09 20:39:13
4,取暖机小巧可爱，打开立即就能有暖风，刚开始用有点味道，不知道用用会不会好点,61,0,j***Z,,0,5,2017-01-02 22:28:16
2,买给小宝贝洗澡用的，确实不错！,61,0,j***b,,0,5,2016-11-25 14:10:14
2,很喜欢，是我想要的。,62,0,h***8,,0,5,2016-11-11 16:12:27
2,质量好 做工棒 还会一直京东下去～,105,0,l***r,北京,0,5,2016-12-31 15:02:16
21,很好用的。就是在京东买东西，售后很难交流。买小件电器合适。,61,0,B***S,,0,3,2016-10-16 11:36:24
0,便宜实用,105,0,h***使,天津,0,5,2016-11-02 23:39:50
2,暖风机效果很好    风力很足  很快就暖起来了,61,0,_***_,四川,0,5,2016-12-22 11:21:04
2,小家伙比较喜人，很漂亮，很实用...好,61,0,M***8,,0,5,2016-11-03 20:00:36
2,好,62,0,往***-,辽宁,0,5,2016-10-09 10:34:09
4,挺好的,61,0,t***8,,0,5,2017-01-03 07:03:32
2,东西质量好，热得快。小巧方便携带，同事看了立马也来了一台,105,0,x***9,北京,0,5,2016-12-26 23:18:25
2,暖风效果挺好的，不过噪音嘛肯定有的，那么大的风扇，想象一下洗手间的干手机就知道了,56,0,w***g,,0,3,2016-11-26 21:53:21
0,很好。用在浴室里，就放在浴室桌面上。用起来很简单，很快就感觉暖和。,62,0,s***y,,0,5,2016-12-14 23:14:09
2,131312121312151342124213,105,0,B***E,广东,0,5,2016-10-30 20:51:54
4,可以，就是感觉调热量不是很明显，使用起来方便,61,0,j***9,,0,5,2016-12-18 11:04:02
4,洗澡时用很好,62,0,w***s,浙江,0,5,2016-10-30 16:02:03
2,挺好用的，放在浴室，非常暖和,62,0,冰雨半夏,,0,5,2016-12-05 07:04:35
4,加热快，唯一缺点加热后塑料味比较重,105,0,h***9,安徽,0,5,2016-12-29 13:41:06
2,不错的 外观这些不错  性能还没试等过几天冷来看看,62,0,哒***鹏,浙江,0,5,2017-01-02 17:55:49
2,非常不爽，快递四天才到货，京东承诺给的500京豆也不知道哪去了，太差劲了，对京东太失望了，太没有信誉了，差评差评差评差评差评差评差评差评差评,56,0,j***x,,0,1,2017-01-03 10:58:05
2,还可以,56,0,1***p,四川,0,5,2016-12-27 19:27:36
4,挺好的,61,0,j***t,广东,0,5,2016-12-24 12:32:00
4,东西收到了，可惜这两天气温太高，还没用上,105,0,R***6,,0,5,2017-01-07 10:21:24
2,用了段时间 挺不错的,105,0,渐***o,,0,5,2016-11-09 14:35:08
4,123456,105,0,王***灿,,0,5,2017-01-05 21:45:23
4,没有想象中那么好！没那么暖和！,61,0,j***6,北京,0,5,2016-11-12 07:44:09
2,好,62,0,L***动,,0,5,2016-12-28 22:34:46
21,我的屋子很小，所以开一段时间就很暖和。早晨起床穿衣再也不困难了～,61,0,P***Q,,0,5,2016-12-20 08:05:51
2,?,61,0,w***1,,0,5,2016-11-07 14:50:34
21,出风时有点味道,56,0,j***g,,0,2,2017-01-05 17:49:45
4,已经不吹风啦，正在联系维修,62,0,j***8,,0,5,2016-11-05 18:40:35
2,喜欢,62,0,长***雄,山东,0,5,2016-11-25 06:25:20
2,很好用！南方冬季洗澡的时候使用足够了！价廉物美！推荐购买！,61,0,E***o,,0,5,2016-11-11 00:28:03
4,好东西，???????????,62,0,g***8,,0,5,2017-01-07 08:26:56
4,第一次出了点小问题，不过售后服务真的很好！让我很感激！帮我无条件换了商品谢谢！给全5分吧！,56,0,7***悦,重庆,0,5,2016-12-29 17:41:45
2,很好，不错。比商场便宜的多了，值得推介,56,0,j***f,,0,5,2016-11-28 13:33:07
4,好用，但是今年冬天不太冷，买来放着?,61,0,j***a,广东,0,5,2016-11-26 14:22:36
4,还不错还不错还不错哦,105,0,g***3,甘肃,0,5,2017-01-06 22:13:29
4,便宜实惠，速度非常快。,105,0,h***o,江西,0,5,2016-12-28 10:56:06
2,质量不错，物超所值哦！,105,0,j***o,,0,5,2016-12-03 23:56:43
4,送货的小哥特别好，给小哥点赞!,105,0,郎***勇,广东,0,5,2016-10-30 16:04:58
4,暖风机不错，开了后很快就有热风,61,0,兜***1,,0,5,2016-11-29 13:18:12
2,男朋友家买了一个觉得特别好用，果断入手一个，晚上11点多卖的，隔天就到货，太棒了，喜欢的不得了，准备给老妈也入手一个，真的值得推荐,56,0,j***9,,0,5,2017-01-06 00:41:27
4,一次买了俩，很好用。,61,0,流***岈,,0,5,2016-12-28 19:16:57
